identifier	gene_symbol	chromosome	status	n_obs	molecular_weight	gravy	pI	rna_detected_percent	highest_tpm	description	learned_canonical_prob
AT1G03060.1	BCHA1	1	canonical	152.0	400.88933900000274	-0.1452929741738402	5.747809028625488	100.0	175.7284	BEACH-DOMAIN HOMOLOG A1	0.9983774306950333
AT1G03080.1	NET1D	1	canonical	94.0	198.54765260000104	-0.7028274668205452	5.0148134231567365	100.0	512.3238	kinase interacting (KIP1-like) family protein	0.9982722012451922
AT1G03090.2	MCCA	1	canonical	305.0	80.45035650000034	-0.2848773841961854	6.4200437545776365	99.96	1654.9096	methylcrotonyl-CoA carboxylase alpha chain	0.9982633421124432
AT1G03100.1	PPR6	1	canonical	17.0	89.23807290000053	-0.2416141235813368	8.943392753601074	99.72	129.4404	Pentatricopeptide repeat (PPR) superfamily protein	0.9875507990801351
AT1G03103.1	LTG19	1	canonical	2.0	17.66396129999999	0.2608187134502923	8.692933082580566	10.74	825.3148	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	0.8459564239389579
AT1G03110.1	Q93WD7	1	canonical	27.0	46.44327410000011	-0.0620608899297423	5.423144721984862	99.91	213.7574	Transducin/WD40 repeat-like superfamily protein	0.9790558674839442
AT1G03120.1	LEA3	1	canonical	18.0	18.94142809999997	-0.5642857142857147	4.576414299011232	94.41	211.0884	responsive to abscisic acid 28	0.4933208203992168
AT1G03130.1	PSAD2	1	canonical	195.0	22.3063414	-0.3877450980392157	9.784511756896972	99.91	8202.8318	photosystem I subunit D-2	0.9435107087408621
AT1G03140.1	Q9SA55	1	canonical	40.0	47.880956700000056	-0.8033333333333328	9.094184303283694	100.0	258.2432	splicing factor Prp18 family protein	0.9599762139960997
AT1G03150.1	NAA20	1	canonical	18.0	20.39517990000001	-0.4505747126436781	7.800045967102052	99.96	93.3381	Acyl-CoA N-acyltransferases (NAT) superfamily protein	0.9580416308568095
AT1G03160.1	FZL	1	canonical	87.0	100.72928750000082	-0.1027412280701757	5.717741203308106	100.0	74.9748	FZO-like protein	0.9950492264551418
AT1G03180.1	Q5Q0J3	1	canonical	2.0	30.012392000000023	-0.3328301886792454	9.241172218322752	99.93	56.5423	non-structural protein	0.9369456734417985
AT1G03190.1	ERCC2	1	canonical	48.0	86.23454140000045	-0.1453825857519791	7.228464698791504	100.0	45.5541	RAD3-like DNA-binding helicase protein	0.9886102246925591
AT1G03210.1	Q9ZVS2	1	canonical	17.0	31.7097239	-0.0272727272727272	4.869646644592284	99.96	338.8884	Phenazine biosynthesis PhzC/PhzF protein	0.9784793050882563
AT1G03220.1	Q9ZVS4	1	canonical	120.0	45.71682690000005	0.2362586605080829	8.968986701965335	100.0	4225.379	Eukaryotic aspartyl protease family protein	0.9836656311973301
AT1G03230.1	Q9ZVS5	1	canonical	93.0	46.14755260000005	0.2322580645161287	9.332201576232912	100.0	786.1728	Eukaryotic aspartyl protease family protein	0.9842184277138843
AT1G03250.1	Q8L3X7	1	canonical	12.0	27.719196300000025	-0.5028571428571436	6.54651050567627	100.0	132.6153	R3H domain protein	0.9807091807811387
AT1G03260.1	Q6NMJ6	1	canonical	2.0	29.54897930000002	0.7620437956204383	8.574117851257324	100.0	43.8327	SNARE associated Golgi protein family	0.7585278230834834
AT1G03270.1	Y1327	1	canonical	15.0	54.661057600000056	0.1827655310621243	6.442040443420409	99.77	63.7636	CBS domain protein with a domain protein (DUF21)	0.9464078178944417
AT1G03280.1	Q93ZW3	1	canonical	50.0	54.12298360000011	-0.8657620041753645	5.018792152404784	100.0	131.8887	Transcription factor TFIIE%2C alpha subunit	0.9852360619905264
AT1G03290.1	Q9ZVT0	1	canonical	14.0	63.32673350000017	-0.5383537653239926	4.65826244354248	99.86	143.6541	ELKS/Rab6-interacting/CAST family protein	0.9863455356953778
AT1G03310.1	ISOA2	1	canonical	49.0	98.88273100000065	-0.2726757369614508	5.645328330993652	99.95	182.6486	debranching enzyme 1	0.9978725133961406
AT1G03330.1	LSM2	1	canonical	14.0	10.694122099999992	-0.2612903225806451	6.8208723068237305	100.0	283.3713	Small nuclear ribonucleoprotein family protein	0.9393434313176593
AT1G03350.1	Q9ZVT6	1	canonical	67.0	51.89489330000023	-1.0119148936170212	4.236232948303221	100.0	306.2488	BSD domain-containing protein	0.9678596403128952
AT1G03360.1	RRP4	1	canonical	18.0	36.57342260000003	-0.3468944099378884	6.844403648376464	99.91	150.8543	ribosomal RNA processing 4	0.9660781979018096
AT1G03365.1	RF4	1	canonical	24.0	91.53618720000064	-0.6467800729040084	8.805881690979007	99.98	116.8819	RING/U-box superfamily protein	0.9950529133429301
AT1G03370.1	C2GR1	1	canonical	34.0	114.20322690000069	-0.2884313725490195	5.4703779220581055	100.0	250.2558	C2 calcium/lipid-binding and GRAM domain containing protein	0.9972761085541019
AT1G03380.1	AT18G	1	canonical	40.0	104.57655180000062	-0.3216892596454637	6.55247859954834	100.0	168.0383	yeast autophagy 18 G-like protein	0.9980774406674054
AT1G03390.1	Q9LR83	1	canonical	2.0	52.08546180000008	-0.131887201735358	6.857703971862793	33.95	68.8771	HXXXD-type acyl-transferase family protein	0.6256954057760206
AT1G03400.1	ACCH4	1	canonical	16.0	39.13020250000006	-0.2207977207977211	5.78100299835205	97.6	234.1136	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	0.8982523689925814
AT1G03410.1	ACCH5	1	canonical	11.0	44.84532090000005	-0.2251256281407037	7.204194450378417	99.56	210.1868	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	0.9273063377900658
AT1G03430.1	AHP5	1	canonical	14.0	17.925207399999994	-0.3063694267515924	4.999864768981933	99.98	122.7157	histidine-containing phosphotransfer factor 5	0.96783155299962
AT1G03440.1	F4I0W7	1	canonical	11.0	43.59394430000005	0.1589420654911836	8.776935386657716	99.91	125.2335	Leucine-rich repeat (LRR) family protein	0.9590908277463815
AT1G03445.1	BSU1	1	canonical	19.0	87.78776240000055	-0.2621689785624205	4.852651786804199	81.3	81.8851	Serine/threonine protein phosphatase family protein	0.9598415492496694
AT1G03457.2	F4I0X0	1	canonical	22.0	48.56997480000002	-0.3997716894977167	8.855135536193849	99.86	65.2776	RNA-binding (RRM/RBD/RNP motifs) family protein	0.9111587379945668
AT1G03470.1	NET3A	1	canonical	7.0	31.48065970000003	-0.991078066914498	4.96462459564209	99.91	261.9793	Kinase interacting (KIP1-like) family protein	0.9455747495838691
AT1G03475.1	HEM61	1	canonical	111.0	43.7956872	-0.5437823834196891	6.236396980285644	99.98	472.2937	Coproporphyrinogen III oxidase	0.9813816521017784
AT1G03495.1	A0A2H1ZEA8	1	canonical	18.0	38.46267420000002	-0.0641618497109826	6.211956214904785	99.72	435.4869	HXXXD-type acyl-transferase family protein	0.9663239973299977
AT1G03510.1	PPR7	1	canonical	5.0	47.57639150000006	0.0214452214452213	6.89106845855713	99.59	38.3104	Tetratricopeptide repeat (TPR)-like superfamily protein	0.7983663585471397
AT1G03520.1	Q9LR71	1	canonical	7.0	51.5032186000001	-0.3570469798657722	8.735804557800293	99.96	61.3435	Core-2/I-branching beta-1%2C6-N-acetylglucosaminyltransferase family protein	0.9455293621556738
AT1G03530.1	Q9LR70	1	canonical	20.0	88.83719910000015	-0.9089887640449444	4.251863670349121	99.98	254.7417	nuclear assembly factor 1	0.9980141176524389
AT1G03540.1	PPR8	1	canonical	10.0	67.40112790000015	-0.0422003284072249	8.74902057647705	99.33	77.9416	Pentatricopeptide repeat (PPR-like) superfamily protein	0.9126871972679965
AT1G03550.1	SCAM2	1	canonical	4.0	31.87263790000003	0.1197879858657239	6.604599952697755	99.98	264.8134	Secretory carrier membrane protein (SCAMP) family protein	0.9728149750747584
AT1G03560.1	PPR9	1	canonical	4.0	74.62766000000042	-0.1869696969696972	8.071264457702636	99.91	71.1471	Pentatricopeptide repeat (PPR-like) superfamily protein	0.9775952236944696
AT1G03590.1	P2C01	1	canonical	20.0	50.97494640000016	-0.4218614718614721	5.237906455993652	100.0	119.0456	Protein phosphatase 2C family protein	0.9852131973171102
AT1G03600.1	PB27A	1	canonical	73.0	18.834430799999996	-0.2517241379310345	9.881020927429198	99.89	1289.9719	photosystem II family protein	0.9341060420363048
AT1G03610.1	Q8LF98	1	canonical	9.0	35.773753100000064	-0.5561688311688308	5.223412513732909	100.0	379.8593	plant/protein (DUF789)	0.9750955963406002
AT1G03620.1	A2RVK8	1	canonical	6.0	30.546839000000023	-0.3784905660377363	7.671695137023926	97.87	218.1658	ELMO/CED-12 family protein	0.8075482816550389
AT1G03630.1	PORC	1	canonical	114.0	43.88242710000004	-0.3513715710723196	9.184117698669432	98.89	1058.7396	protochlorophyllide oxidoreductase C	0.940445218953699
AT1G03680.1	TRXM1	1	canonical	72.0	19.6643625	-0.1290502793296089	9.135573005676273	99.98	1378.2061	thioredoxin M-type 1	0.961003266439846
AT1G03687.1	F4I2G3	1	canonical	6.0	42.91684880000008	-0.255905511811024	8.470839500427246	99.98	53.5388	DTW domain-containing protein	0.9592253812059132
AT1G03710.1	Q58G57	1	canonical	14.0	23.43370340000001	-0.9292079207920788	4.705325126647948	84.65	2563.5286	Cystatin/monellin superfamily protein	0.69903423131653
AT1G03730.1	Q1ECK0	1	canonical	4.0	18.3687956	0.7892215568862273	10.330301094055171	100.0	1025.6272	pyrroline-5-carboxylate reductase	0.9429002003607353
AT1G03740.1	Q9LR53	1	canonical	29.0	84.47631830000022	-0.7021621621621623	9.484991645812986	100.0	599.8215	Protein kinase superfamily protein	0.9980578646158967
AT1G03750.1	CHR9	1	canonical	5.0	98.4852831000007	-0.5122969837586996	6.534574317932129	99.98	79.3366	switch 2	0.9976031172172592
AT1G03760.1	Q8GWP1	1	canonical	33.0	44.055179600000095	-0.8959079283887466	4.974685096740722	99.91	124.7123	Prefoldin chaperone subunit family protein	0.9652920283195539
AT1G03770.2		1	canonical	19.0	52.75696230000005	-0.9294871794871784	5.358234596252441	99.88	67.3204	RING 1B	0.9535783026136796
AT1G03780.2		1	canonical	8.0	86.47696540000032	-0.8947229551451189	9.56815586090088	99.1	165.6684	targeting protein for XKLP2	0.9873045589301368
AT1G03790.1	C3H2	1	canonical	14.0	43.61405220000017	-0.7178117048346043	8.1192289352417	61.15	1450.2724	Zinc finger C-x8-C-x5-C-x3-H type family protein	0.7960957233267549
AT1G03810.1	Q9ZWA3	1	canonical	10.0	15.668979799999988	-0.1377622377622376	9.46571559906006	11.85	31.6851	Nucleic acid-binding%2C OB-fold-like protein	0.055501361857299966
AT1G03820.1	Q9ZWA4	1	canonical	5.0	25.20482900000001	-1.1680180180180184	4.52133731842041	97.8	870.173	E6-like protein	0.7220050760916208
AT1G03830.1	Q9ZWA5	1	canonical	57.0	112.49975740000092	-0.6412714429868808	5.575530052185058	99.95	55.3327	guanylate-binding family protein	0.9953522408412309
AT1G03840.1	IDD3	1	canonical	15.0	55.825530800000166	-0.6626482213438718	8.636652183532718	97.46	85.7462	C2H2 and C2HC zinc fingers superfamily protein	0.8437890227539049
AT1G03860.1	PHB2	1	canonical	89.0	31.81024420000001	-0.1545454545454544	9.393188667297364	99.98	350.9101	prohibitin 2	0.9800357107867975
AT1G03870.1	FLA9	1	canonical	47.0	26.11464159999999	0.0004048582995949	8.92534160614014	99.54	5988.8462	FASCICLIN-like arabinoogalactan 9	0.9177051397673986
AT1G03880.1	CRU2	1	canonical	581.0	50.55769000000003	-0.34989010989011	6.525991630554199	26.62	47233.9551	cruciferin 2	0.8828831484767847
AT1G03890.1	CRU4	1	canonical	276.0	49.67425270000005	-0.2731707317073174	5.474129295349121	14.21	10002.4742	RmlC-like cupins superfamily protein	0.8580236764086954
AT1G03900.1	Y1390	1	canonical	29.0	29.79490930000005	-0.6761029411764703	6.045588493347168	100.0	360.4644	non-intrinsic ABC protein 4	0.9727569248478962
AT1G03905.1	AB19I	1	canonical	17.0	32.420872000000045	-0.1824137931034483	6.083613777160643	99.82	53.5129	P-loop containing nucleoside triphosphate hydrolases superfamily protein	0.9451664845750867
AT1G03910.1	CATIN	1	canonical	51.0	78.28479310000041	-1.0802083333333332	6.176716041564941	100.0	142.2824	cactus-binding carboxy-terminal%2C cactin	0.9964216762978355
AT1G03920.1	F4I2K0	1	canonical	29.0	65.0287133000002	-0.754481546572934	6.108054542541503	98.17	964.3698	Protein kinase family protein	0.9730059121677547
AT1G03930.1	CKL9	1	canonical	29.0	53.00125350000021	-0.6658174097664542	9.97798137664795	100.0	159.5511	dual specificity kinase 1	0.9705467288885153
AT1G03940.1	3AT1	1	canonical	30.0	51.92517560000005	-0.1439232409381664	6.625118827819825	99.88	303.7161	HXXXD-type acyl-transferase family protein	0.9876511162391957
AT1G03950.1	VPS2C	1	canonical	12.0	23.025968099999982	-0.6847619047619053	6.866400337219238	99.91	71.5059	vacuolar protein sorting-associated protein 2.3	0.9601150868445203
AT1G03960.1	2AB2E	1	canonical	24.0	61.23779360000006	-0.3877126654064272	4.8333833694458	99.96	60.3421	Calcium-binding EF hand family protein	0.9877496314535912
AT1G03970.1	GBF4	1	canonical	22.0	30.58586550000003	-0.8929629629629627	5.677669715881348	100.0	350.5828	G-box binding factor 4	0.9727265809651907
AT1G03980.2	A0A1P8AVN4	1	canonical	22.0	54.28878920000006	-0.2723628691983124	6.299204063415528	94.96	43.745	phytochelatin synthase 2	0.8506912111873209
AT1G03990.1	FAO1	1	canonical	27.0	83.86279080000043	-0.2126649076517151	8.536081504821777	99.74	177.763	Long-chain fatty alcohol dehydrogenase family protein	0.9948612962298938
AT1G04000.1	Q9ZWC0	1	canonical	7.0	16.853163699999993	-0.653947368421053	9.830735588073727	100.0	462.0429	hypothetical protein	0.9526322195696709
AT1G04010.1	LCAT2	1	canonical	26.0	71.68685170000028	-0.2582938388625593	5.939640617370605	99.96	40.8016	phospholipid sterol acyl transferase 1	0.9859807912657017
AT1G04020.1	A0A178W540	1	canonical	16.0	79.56102890000041	-0.5828892005610076	6.533608055114747	98.75	82.5548	breast cancer associated RING 1	0.9664425861299953
AT1G04030.1	F4I444	1	canonical	10.0	49.01603380000009	-1.0919354838709667	5.124171638488768	99.77	80.6677	eisosome protein	0.923792335488049
AT1G04040.1	Q9ZWC4	1	canonical	77.0	31.095500400000027	-0.3649446494464945	9.218285942077635	99.61	1742.1584	HAD superfamily%2C subfamily IIIB acid phosphatase	0.912982901764668
AT1G04050.1	SUVR1	1	canonical	32.0	82.75194930000059	-0.5337874659400527	5.08984088897705	99.89	80.2363	histone-lysine N-methyltransferase SUVR2-like protein	0.9958633785051146
AT1G04070.1	TOM91	1	canonical	3.0	9.939533099999997	0.2212765957446809	8.81845302581787	99.79	219.5892	translocase of outer membrane 22-I	0.8353660594777076
AT1G04080.1	Q93ZR3	1	canonical	98.0	85.24100480000044	-0.4088541666666664	4.902044868469238	100.0	178.0376	Tetratricopeptide repeat (TPR)-like superfamily protein	0.99815779645658
AT1G04090.1	Q501D1	1	canonical	11.0	64.19622770000012	-0.2729020979020984	5.810672950744629	98.34	32.354	vacuolar sorting-associated protein (DUF946)	0.84216288008078
AT1G04110.1	SBT12	1	canonical	37.0	83.77491280000031	-0.0731612903225805	9.150529670715333	91.79	38.3168	Subtilase family protein	0.8637885449693958
AT1G04120.1	AB5C	1	canonical	72.0	168.57236680000022	0.208850726552181	7.638387489318847	99.98	363.9055	multidrug resistance-associated protein 5	0.9963004267514597
AT1G04130.1	F4I456	1	canonical	32.0	40.50955290000002	-0.5672222222222226	5.803227043151855	99.95	83.0419	Tetratricopeptide repeat (TPR)-like superfamily protein	0.9601238194147399
AT1G04140.1	Q94C94	1	canonical	28.0	85.67431690000063	-0.2802531645569617	7.416317558288575	100.0	202.5373	Transducin family protein / WD-40 repeat family protein	0.9980536593014037
AT1G04150.1	O64492	1	canonical	13.0	113.93222610000056	-0.2935770750988133	9.512713050842288	74.65	114.089	C2 calcium/lipid-binding plant phosphoribosyltransferase family protein	0.889197946351629
AT1G04160.1	MYO8	1	canonical	79.0	169.49147390000087	-0.3258666666666645	7.911447334289551	100.0	59.8758	myosin XI B	0.9906469896308054
AT1G04170.1	O64490	1	canonical	86.0	50.85283649999999	-0.0193548387096774	8.962475395202638	100.0	364.4547	eukaryotic translation initiation factor 2 gamma subunit	0.9893873125560896
AT1G04190.1	Q8RXN1	1	canonical	40.0	37.17987280000004	-0.6121951219512197	8.91766986846924	99.98	144.989	Tetratricopeptide repeat (TPR)-like superfamily protein	0.9679827628337878
AT1G04200.1	Q8RWV1	1	canonical	33.0	82.64217840000039	-0.1226775956284153	5.478051185607909	100.0	122.9283	dyggve-melchior-clausen syndrome protein	0.9978907138823483
AT1G04210.1	O64486	1	canonical	15.0	125.15611670000092	-0.3899280575539556	5.785720634460449	100.0	125.1669	Leucine-rich repeat protein kinase family protein	0.9984153182603548
AT1G04220.1	KCS2	1	canonical	34.0	59.52716090000005	-0.1117424242424242	9.298806953430176	99.47	369.2635	3-ketoacyl-CoA synthase 2	0.9811417740463244
AT1G04230.1	Q94K10	1	canonical	3.0	37.14916190000008	-1.1532307692307695	10.31192760467529	99.95	48.9347	rRNA-processing EFG1-like protein (DUF2361)	0.9593216466914697
AT1G04250.1	IAA17	1	canonical	3.0	25.2877479	-0.4768558951965067	6.744480705261232	99.63	904.0436	AUX/IAA transcriptional regulator family protein	0.8918045693719461
AT1G04260.1	PRA1D	1	canonical	14.0	19.325058899999974	0.659340659340659	4.610801887512206	100.0	266.1136	CAMV movement protein interacting protein 7	0.8020408433227434
AT1G04270.1	RS151	1	canonical	108.0	17.12903399999999	-0.3539473684210527	10.33964900970459	100.0	4033.5018	cytosolic ribosomal protein S15	0.9435474321989769
AT1G04280.1	NADKC	1	canonical	45.0	59.97661550000011	-0.4395131086142325	6.105042076110839	99.98	196.8272	P-loop containing nucleoside triphosphate hydrolases superfamily protein	0.993993338221653
AT1G04290.1	P93828	1	canonical	14.0	16.886388199999995	-0.0264516129032257	7.854134941101074	99.96	150.9119	Thioesterase superfamily protein	0.9621704161933808
AT1G04300.1	A8MR11	1	canonical	47.0	119.6534274000006	-0.797486033519552	6.023478126525879	100.0	301.0404	TRAF-like superfamily protein	0.9991310843816077
AT1G04310.1	ERS2	1	canonical	12.0	72.1916811000003	0.0607751937984493	6.075713157653809	99.93	121.7887	ethylene response sensor 2	0.9929899666202618
AT1G04350.1	ACCH6	1	canonical	38.0	40.79610290000004	-0.2480555555555557	5.613214302062987	99.58	272.7722	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	0.9386610126244112
AT1G04360.1	ATL1	1	canonical	5.0	42.615673700000094	-0.4312335958005254	7.520162391662597	98.55	90.7869	RING/U-box superfamily protein	0.8077041953027351
AT1G04380.1	ACCH7	1	canonical	16.0	38.61758850000001	-0.2292753623188407	5.445027732849121	85.53	366.3422	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	0.9038402363515143
AT1G04390.1	Y1439	1	canonical	4.0	112.371642300001	0.0329341317365266	6.204680824279785	99.96	75.2842	BTB/POZ domain-containing protein	0.9936873406574791
AT1G04400.1	CRY2	1	canonical	37.0	69.45620140000031	-0.3442810457516345	5.68591136932373	100.0	398.4839	cryptochrome 2	0.9973153623157133
AT1G04410.1	MDHC1	1	canonical	266.0	35.57057010000004	0.0126506024096384	6.108736610412596	100.0	2096.9473	Lactate/malate dehydrogenase family protein	0.9832169205673009
AT1G04420.1	Q8VZ23	1	canonical	65.0	46.42653820000003	-0.2815533980582528	8.69467372894287	99.96	360.893	NAD(P)-linked oxidoreductase superfamily protein	0.9826864011510115
AT1G04430.1	PMT8	1	canonical	98.0	70.5074374000003	-0.4051364365971109	6.149092292785644	100.0	420.5369	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	0.99763952634621
